corpus	sent_id	left	node	right	node_sentences	senses	category
ind_mixed_2012_1M	873613	Roh memberi kita pengertian tentang semua pernyataan Allah	mengenai	diri-Nya.	Roh memberi kita pengertian tentang semua pernyataan Allah <m>mengenai</m> diri-Nya.	NA	prep
ind_mixed_2012_1M	89726	Firman Allah	mengenai	"diriku bagaikan ""pedang bermata dua."	"Firman Allah <m>mengenai</m> diriku bagaikan ""pedang bermata dua."	NA	prep
ind_mixed_2012_1M	831958	_alau pertanyaanmu	mengenai	diriku pribadi aku tentu menjawab dengan seterang terangnya dan setulus tulusnya_ kata Boe Kie.	_alau pertanyaanmu <m>mengenai</m> diriku pribadi aku tentu menjawab dengan seterang terangnya dan setulus tulusnya_ kata Boe Kie.	NA	prep
ind_mixed_2012_1M	365648	Ompung seperti mau mencebur ke dalam hati anaknya itu, dia tatap matanya, dan ungkapnya: _uluhan sketsa yang sudah kau buat	mengenai	diriku, tak satu pun yang meleset.	Ompung seperti mau mencebur ke dalam hati anaknya itu, dia tatap matanya, dan ungkapnya: _uluhan sketsa yang sudah kau buat <m>mengenai</m> diriku, tak satu pun yang meleset.	NA	prep
ind_mixed_2012_1M	89612	Jika nanti ada wartawan Mesir mewawancarai tolong opinikan yang baik	mengenai	diriku, tolong!	Jika nanti ada wartawan Mesir mewawancarai tolong opinikan yang baik <m>mengenai</m> diriku, tolong!	NA	prep
ind_mixed_2012_1M	51122	Engǡu benar-benar telah membuat marah Ali bin Abi Thalib dan Muwiyah karena ucapanmu	mengenai	diriku.	Engǡu benar-benar telah membuat marah Ali bin Abi Thalib dan Muwiyah karena ucapanmu <m>mengenai</m> diriku.	NA	prep
ind_mixed_2012_1M	696692	Cookies tidak digunakan untuk mengumpulkan informasi	mengenai	dirimu, pacar mu, teman mu, keluarga mu, keuangan mu, karir mu, pendidikan mu, ataupun ramalan bintang mu.	Cookies tidak digunakan untuk mengumpulkan informasi <m>mengenai</m> dirimu, pacar mu, teman mu, keluarga mu, keuangan mu, karir mu, pendidikan mu, ataupun ramalan bintang mu.	NA	prep
ind_mixed_2012_1M	806896	Hari ini ia kuajak masuk Islam, tapi ia malah mengucapkan kata-kata yang tidak pantas	mengenai	dirimu, wahai Rasulullah, yang tak sudi kudengar.	Hari ini ia kuajak masuk Islam, tapi ia malah mengucapkan kata-kata yang tidak pantas <m>mengenai</m> dirimu, wahai Rasulullah, yang tak sudi kudengar.	NA	prep
ind_mixed_2012_1M	859633	Itulah sebabnya maka sepeninggalmu, timbulah berbagai cerita	mengenai	dirimu.	Itulah sebabnya maka sepeninggalmu, timbulah berbagai cerita <m>mengenai</m> dirimu.	NA	prep
ind_mixed_2012_1M	599305	Meskipun para remaja tersebut tidak ingin mengakuinya, tapi apa yang orang lain pikirkan	mengenai	dirinya menjadi sangat penting bagi para remaja tersebut.	Meskipun para remaja tersebut tidak ingin mengakuinya, tapi apa yang orang lain pikirkan <m>mengenai</m> dirinya menjadi sangat penting bagi para remaja tersebut.	NA	prep
ind_mixed_2012_1M	110899	_api jika kau mengajukan pertanyaan yang	mengenai	dirinya orang lain.	_api jika kau mengajukan pertanyaan yang <m>mengenai</m> dirinya orang lain.	NA	prep
ind_mixed_2012_1M	768113	Diantara ketiga Injil Sinoptis yang paling banyak memberikan penjelasan	mengenai	dirinya sendiri adalah Injil Lukas.	Diantara ketiga Injil Sinoptis yang paling banyak memberikan penjelasan <m>mengenai</m> dirinya sendiri adalah Injil Lukas.	NA	prep
ind_mixed_2012_1M	488124	Dia tidak dapat menemukan Allah dengan filsafatnya, bahkan dia tidak dapat mengetahui	mengenai	dirinya sendiri atau dunia dengan benar.	Dia tidak dapat menemukan Allah dengan filsafatnya, bahkan dia tidak dapat mengetahui <m>mengenai</m> dirinya sendiri atau dunia dengan benar.	NA	prep
ind_mixed_2012_1M	655821	Bayangan yang dia ciptakan	mengenai	dirinya sendiri dalam sebuah dunia fantasi dimasa kecil dengan demikian diperparah oleh pemanjaan berlebihan dari kakeknya.	Bayangan yang dia ciptakan <m>mengenai</m> dirinya sendiri dalam sebuah dunia fantasi dimasa kecil dengan demikian diperparah oleh pemanjaan berlebihan dari kakeknya.	NA	prep
ind_mixed_2012_1M	547853	Dalam mempertimbangkan	mengenai	dirinya sendiri, orang Kristen kembali diperhadapkan pada kepastian dan ketidakpastian dalam kebergantungan pada Allah.	Dalam mempertimbangkan <m>mengenai</m> dirinya sendiri, orang Kristen kembali diperhadapkan pada kepastian dan ketidakpastian dalam kebergantungan pada Allah.	NA	prep
ind_mixed_2012_1M	89428	Chang Ryul mulai mengatakan semua hal negatif	mengenai	dirinya sendiri.	Chang Ryul mulai mengatakan semua hal negatif <m>mengenai</m> dirinya sendiri.	NA	prep
ind_mixed_2012_1M	961773	Satu-satunya jalan menuju pengetahuan akan Allah bagi manusia adalah jika Allah rela menempatkan diri-Nya dalam jangkauan persepsi manusia dan memperbarui pengertiannya	mengenai	dirinya yang berdosa.	Satu-satunya jalan menuju pengetahuan akan Allah bagi manusia adalah jika Allah rela menempatkan diri-Nya dalam jangkauan persepsi manusia dan memperbarui pengertiannya <m>mengenai</m> dirinya yang berdosa.	NA	prep
ind_mixed_2012_1M	419048	Tetapi sebuah anak panah yang tidak diketahui siapa pemanahnya	mengenai	dirinya yang menyebabkannya tewas.	Tetapi sebuah anak panah yang tidak diketahui siapa pemanahnya <m>mengenai</m> dirinya yang menyebabkannya tewas.	come into touch/contact; hit	lexical_verb
ind_mixed_2012_1M	287977	~	Mengenai	dirinya, Imam Hakim berkata, _lama hadits memandang Sulaiman penganut Syi_h yang ekstrim, dan buruk hafalannya.	<m>Mengenai</m> dirinya, Imam Hakim berkata, _lama hadits memandang Sulaiman penganut Syi_h yang ekstrim, dan buruk hafalannya.	NA	prep
ind_mixed_2012_1M	210832	Diceritakannya seluruh masalah	mengenai	dirinya, kenapa ia sampai meninggalkan Demak.	Diceritakannya seluruh masalah <m>mengenai</m> dirinya, kenapa ia sampai meninggalkan Demak.	NA	prep
ind_mixed_2012_1M	282565	Bahkan engkau pernah membicarakannya kpd salah seorg sahabatmu	mengenai	"dirinya,"" ""Saya/ Apa yg saya katakan?"	"Bahkan engkau pernah membicarakannya kpd salah seorg sahabatmu <m>mengenai</m> dirinya,"" ""Saya/ Apa yg saya katakan?"	NA	prep
ind_mixed_2012_1M	225727	_Penulis sendiri tidak tahu bagaimana ia dipandang tsiqat, jika keadaannya seperti itu, dan seperti itulah pendapat ulama	mengenai	dirinya?	_Penulis sendiri tidak tahu bagaimana ia dipandang tsiqat, jika keadaannya seperti itu, dan seperti itulah pendapat ulama <m>mengenai</m> dirinya?	NA	prep
ind_mixed_2012_1M	782765	Dari apa yang sudah dipaparkan, jelaslah sudah betapa sedikitnya bisa diketahui tentang ihwal Homer sendiri; dan memang tidak ada data biografis	mengenai	dirinya.	Dari apa yang sudah dipaparkan, jelaslah sudah betapa sedikitnya bisa diketahui tentang ihwal Homer sendiri; dan memang tidak ada data biografis <m>mengenai</m> dirinya.	NA	prep
ind_mixed_2012_1M	896995	Dia begitu bersemangat untuk mendaptkan syahid, Said telah menceburkan diri ke dalam hujan panah dan batu manjaniq yang dilepaskan musuh akan tetapi tidak satupun yang	mengenai	dirinya.	Dia begitu bersemangat untuk mendaptkan syahid, Said telah menceburkan diri ke dalam hujan panah dan batu manjaniq yang dilepaskan musuh akan tetapi tidak satupun yang <m>mengenai</m> dirinya.	NA	prep
ind_mixed_2012_1M	726686	Marry tampak pucat dan menumpat kecil pada map itu yang berisi informasi yang jelas-jelas terlalu berlebihan	mengenai	dirinya.	Marry tampak pucat dan menumpat kecil pada map itu yang berisi informasi yang jelas-jelas terlalu berlebihan <m>mengenai</m> dirinya.	NA	prep
ind_mixed_2012_1M	903667	Menurut Nasa_, tak ada yang perlu dirisaukan	mengenai	dirinya.	Menurut Nasa_, tak ada yang perlu dirisaukan <m>mengenai</m> dirinya.	NA	prep
ind_mixed_2012_1M	536188	Rasa sakit pertama yang kualami	mengenai	dirinya.	Rasa sakit pertama yang kualami <m>mengenai</m> dirinya.	NA	prep
ind_mixed_2012_1M	222842	Seorang humanis karenanya juga menghilangkan diri dari sifat dendam yang pernah	mengenai	dirinya.	Seorang humanis karenanya juga menghilangkan diri dari sifat dendam yang pernah <m>mengenai</m> dirinya.	NA	prep
ind_mixed_2012_1M	785732	Yoh 1:18 (TDB): _idak seorang pun pernah melihat Allah; satu-satunya allah yang diperanakkan yang berada pada posisi dada Bapak, dia itulah yang menjelaskan	mengenai	dirinya_	Yoh 1:18 (TDB): _idak seorang pun pernah melihat Allah; satu-satunya allah yang diperanakkan yang berada pada posisi dada Bapak, dia itulah yang menjelaskan <m>mengenai</m> dirinya_	NA	prep
ind_mixed_2012_1M	261481	Seusai rapat senat kurang lebih menjelang jam lima sore, aku bergegas ikut naik motor Bram sahabatku (nanti akan ada kisah	mengenai	dirinya).	Seusai rapat senat kurang lebih menjelang jam lima sore, aku bergegas ikut naik motor Bram sahabatku (nanti akan ada kisah <m>mengenai</m> dirinya).	NA	prep
ind_mixed_2012_1M	254645	Kini ditengah beragam program CSR (beasiswa pendidikan, bantuan modal usaha, penghijauan taman kota, dll) nyaris tidak ada satu perusahaan yang memasukkan item	mengenai	disaster management sebagai salah satu program unggulannya.	Kini ditengah beragam program CSR (beasiswa pendidikan, bantuan modal usaha, penghijauan taman kota, dll) nyaris tidak ada satu perusahaan yang memasukkan item <m>mengenai</m> disaster management sebagai salah satu program unggulannya.	NA	prep
ind_mixed_2012_1M	763835	~	Mengenai	disebutkan gelar dalam rakai rakryan, pamegat dan berlainan biasanya diikuti oleh beberapa tanda letak geografis seperti Pagar W (e) si, Halaran, Bawang, Mamrati dan lain-lain.	<m>Mengenai</m> disebutkan gelar dalam rakai rakryan, pamegat dan berlainan biasanya diikuti oleh beberapa tanda letak geografis seperti Pagar W (e) si, Halaran, Bawang, Mamrati dan lain-lain.	NA	prep
ind_mixed_2012_1M	883900	~	Mengenai	diselamatkan oleh iman, mungkin bisa kita lihat dari kisah penjahat yang disalib bersama Yesus yang notabene tidak melakukan apapun, tetapi tetap selamat.	<m>Mengenai</m> diselamatkan oleh iman, mungkin bisa kita lihat dari kisah penjahat yang disalib bersama Yesus yang notabene tidak melakukan apapun, tetapi tetap selamat.	NA	prep
ind_mixed_2012_1M	107632	Tidak saja memahami disiplin atau subyek yang ditanyakan, namun juga harus tahu ke mana sumber informasi	mengenai	disiplin atau subyek itu harus dicari.	Tidak saja memahami disiplin atau subyek yang ditanyakan, namun juga harus tahu ke mana sumber informasi <m>mengenai</m> disiplin atau subyek itu harus dicari.	NA	prep
ind_mixed_2012_1M	318459	Tentu saja informasi	mengenai	diskon, dan tambahan pajak penting, juga dimasukkan.	Tentu saja informasi <m>mengenai</m> diskon, dan tambahan pajak penting, juga dimasukkan.	NA	prep
ind_mixed_2012_1M	334024	Keputusan yang dibuat oleh supreme Court Amerika Serikat pada tahun 1954	mengenai	diskriminasi etnis membuat bangsa Amerika Serikat secara perlahan-lahan melepaskan diri dari hal-hal yang menyangkut diskriminasi etnis.	Keputusan yang dibuat oleh supreme Court Amerika Serikat pada tahun 1954 <m>mengenai</m> diskriminasi etnis membuat bangsa Amerika Serikat secara perlahan-lahan melepaskan diri dari hal-hal yang menyangkut diskriminasi etnis.	NA	prep
ind_mixed_2012_1M	379306	Kepala Negara mengatakan sebagai Presiden dan Ketua Umum Partai Demokrasi Indonesia Perjuangan sering menddengar keluh kesah	mengenai	diskriminasi terhadap etnis Tionghoa.	Kepala Negara mengatakan sebagai Presiden dan Ketua Umum Partai Demokrasi Indonesia Perjuangan sering menddengar keluh kesah <m>mengenai</m> diskriminasi terhadap etnis Tionghoa.	NA	prep
ind_mixed_2012_1M	125780	Perannya bagi tema cerita	mengenai	distorsi kejiwaan yang melanda prajurit Yosef juga bisa dipandang berlangsung tidak langsung.	Perannya bagi tema cerita <m>mengenai</m> distorsi kejiwaan yang melanda prajurit Yosef juga bisa dipandang berlangsung tidak langsung.	NA	prep
ind_mixed_2012_1M	913904	Saya mulai berpikir	mengenai	distorsi, bias, propaganda, dan sejenisnya, yang ternyata juga menjadi kebiasaan dalam kehidupan media di Amerika Serikat.	Saya mulai berpikir <m>mengenai</m> distorsi, bias, propaganda, dan sejenisnya, yang ternyata juga menjadi kebiasaan dalam kehidupan media di Amerika Serikat.	NA	prep
ind_mixed_2012_1M	747445	Ketua Bapepam Fuad Rahmany menolak berkomentar	mengenai	divestasi Lapindo tersebut sebelum memperoleh informasi yang jelas dari PT EMP.	Ketua Bapepam Fuad Rahmany menolak berkomentar <m>mengenai</m> divestasi Lapindo tersebut sebelum memperoleh informasi yang jelas dari PT EMP.	NA	prep
ind_mixed_2012_1M	124466	Penjelasan diatas	mengenai	DNA mengandung syarat, karena jelas tidak mungkin menggunakan suatu timbangan biasa untuk menimbang DNA (skala pengukuran dalam hal ini dihitung dalam sepermiliyar milligram).	Penjelasan diatas <m>mengenai</m> DNA mengandung syarat, karena jelas tidak mungkin menggunakan suatu timbangan biasa untuk menimbang DNA (skala pengukuran dalam hal ini dihitung dalam sepermiliyar milligram).	NA	prep
ind_mixed_2012_1M	261325	Mereka mengatakan, puntung rokok datang dari keluarga Hitler di Austria, tetapi mereka tidak mengelaborasi	mengenai	DNA yang ditemukan di prangko yang dikirim dari Perancis, juga tidak menjelaskan bagaimana hal itu sampai kepada mereka.	Mereka mengatakan, puntung rokok datang dari keluarga Hitler di Austria, tetapi mereka tidak mengelaborasi <m>mengenai</m> DNA yang ditemukan di prangko yang dikirim dari Perancis, juga tidak menjelaskan bagaimana hal itu sampai kepada mereka.	NA	prep
ind_mixed_2012_1M	64652	Dalam contoh	mengenai	doa didepan umum, setiap orang terlibat dalam doa, apakah mereka berbicara atau tidak.	Dalam contoh <m>mengenai</m> doa didepan umum, setiap orang terlibat dalam doa, apakah mereka berbicara atau tidak.	NA	prep
ind_mixed_2012_1M	580861	Namun, juga diberikan contoh	mengenai	doa kelompok, seperti dalam Yosua 7:6-9.	Namun, juga diberikan contoh <m>mengenai</m> doa kelompok, seperti dalam Yosua 7:6-9.	NA	prep
ind_mixed_2012_1M	133423	Melalui buku karya Iskander Jadeed ini, Anda akan mendapatkan informasi berharga	mengenai	doa mulai dari arti berdoa, bagaimana berdoa, di mana kita harus berdoa, kepada siapa kita berdoa, sampai ke masalah berapa kali kita harus berdoa setiap harinya.	Melalui buku karya Iskander Jadeed ini, Anda akan mendapatkan informasi berharga <m>mengenai</m> doa mulai dari arti berdoa, bagaimana berdoa, di mana kita harus berdoa, kepada siapa kita berdoa, sampai ke masalah berapa kali kita harus berdoa setiap harinya.	NA	prep
ind_mixed_2012_1M	804211	Bicara	mengenai	Doa muslim yg tidak akan mengubah takdir Tuhan kepada Muhammad, itu elo yg bilang ya One, malahan menjadikan gw semakin heran One, kenapa masih elo lakuin juga?	Bicara <m>mengenai</m> Doa muslim yg tidak akan mengubah takdir Tuhan kepada Muhammad, itu elo yg bilang ya One, malahan menjadikan gw semakin heran One, kenapa masih elo lakuin juga?	NA	prep
ind_mixed_2012_1M	165245	Yesus menegaskan	mengenai	"doa pada para pendengarnya, bahwa ""mereka harus selalu berdoa dengan tidak jemu-jemu"" (Luk."	"Yesus menegaskan <m>mengenai</m> doa pada para pendengarnya, bahwa ""mereka harus selalu berdoa dengan tidak jemu-jemu"" (Luk."	NA	prep
ind_mixed_2012_1M	130775	6. Doa pribadi dapat dilaksanakan dan disertai puasa Dalam 2 Samuel 12:16 tertulis	mengenai	doa yang disertai puasa.	6. Doa pribadi dapat dilaksanakan dan disertai puasa Dalam 2 Samuel 12:16 tertulis <m>mengenai</m> doa yang disertai puasa.	NA	prep
ind_mixed_2012_1M	563339	Sesuatu Untuk Dilakukan Sebelum Waktu Berikutnya: Kunjungilah pejabat tertinggi di Balai Kota atau kepala polisi, tua-tua di desa, dan para pendeta untuk meyakinkan mereka	mengenai	doa-doa Anda.	Sesuatu Untuk Dilakukan Sebelum Waktu Berikutnya: Kunjungilah pejabat tertinggi di Balai Kota atau kepala polisi, tua-tua di desa, dan para pendeta untuk meyakinkan mereka <m>mengenai</m> doa-doa Anda.	NA	prep
ind_mixed_2012_1M	658076	Situs The Good Way menyediakan sebuah buku elektronik menarik	mengenai	"doa, yaitu ""Bagaimana Kita Berdoa"" yang dapat Anda baca secara tersambung (online)."	"Situs The Good Way menyediakan sebuah buku elektronik menarik <m>mengenai</m> doa, yaitu ""Bagaimana Kita Berdoa"" yang dapat Anda baca secara tersambung (online)."	NA	prep
ind_mixed_2012_1M	31009	Sesuai namanya, situs Prayer Guide diharapkan dapat menjadi semacam panduan tersambung (online) bagi semua pengunjung yang ingin mendapatkan informasi	mengenai	doa.	Sesuai namanya, situs Prayer Guide diharapkan dapat menjadi semacam panduan tersambung (online) bagi semua pengunjung yang ingin mendapatkan informasi <m>mengenai</m> doa.	NA	prep
ind_mixed_2012_1M	252768	Menurut mereka perjumpaan tidak mulai dengan percakapan	mengenai	doktrin atau ritual, bahkan doa atau meditasi (meskipun semua elemen ini sangat mendasar), tetapi dimulai dengan praksis liberatif.	Menurut mereka perjumpaan tidak mulai dengan percakapan <m>mengenai</m> doktrin atau ritual, bahkan doa atau meditasi (meskipun semua elemen ini sangat mendasar), tetapi dimulai dengan praksis liberatif.	NA	prep
ind_mixed_2012_1M	772905	Sayangnya saat menggunakan data antropometri banyak sekali hal hal yang kurang diperhatikan oleh pemakainya terutama	mengenai	dokumentasi, penyimpanan, dan pengelolaannya.	Sayangnya saat menggunakan data antropometri banyak sekali hal hal yang kurang diperhatikan oleh pemakainya terutama <m>mengenai</m> dokumentasi, penyimpanan, dan pengelolaannya.	NA	prep
ind_mixed_2012_1M	916379	Perumpamaan	mengenai	domba dan kambing (Mat 25:31-46*) sering dikutip dalam hubungan ini.	Perumpamaan <m>mengenai</m> domba dan kambing (Mat 25:31-46*) sering dikutip dalam hubungan ini.	NA	prep
ind_mixed_2012_1M	734532	Terlihat di papan pengumuman	mengenai	donasi dari para donatur, kebanyakan semuanya memberikan sodaqoh berupa buka bersama namun hanya satu yang memberikan donasi berupa saur bersama.	Terlihat di papan pengumuman <m>mengenai</m> donasi dari para donatur, kebanyakan semuanya memberikan sodaqoh berupa buka bersama namun hanya satu yang memberikan donasi berupa saur bersama.	NA	prep
ind_mixed_2012_1M	295431	Han masuk dan memberikan catatan	mengenai	Dong yi, Seo yong gil membacanya dan mengerti bahwa Dong yi adalah pelayan di Gibang di Sung Cheon dan ia bukan anak yang dicarinya.	Han masuk dan memberikan catatan <m>mengenai</m> Dong yi, Seo yong gil membacanya dan mengerti bahwa Dong yi adalah pelayan di Gibang di Sung Cheon dan ia bukan anak yang dicarinya.	NA	prep
ind_mixed_2012_1M	32555	Dong yi pergi dan Seo yong Gil membaca catatan	mengenai	Dong yi.	Dong yi pergi dan Seo yong Gil membaca catatan <m>mengenai</m> Dong yi.	NA	prep
ind_mixed_2012_1M	477705	Ketika kontrol sebulan setelah melahirkan, ibu itu cerita kalau babynya sempat hidup seminggu di ICU, sempat juga jalani operasi jantung tapi akhirnya meninggal juga _aya sudah cek di internet, belum ada	mengenai	donor jantung baby,_kata saya.	Ketika kontrol sebulan setelah melahirkan, ibu itu cerita kalau babynya sempat hidup seminggu di ICU, sempat juga jalani operasi jantung tapi akhirnya meninggal juga _aya sudah cek di internet, belum ada <m>mengenai</m> donor jantung baby,_kata saya.	NA	prep
ind_mixed_2012_1M	835365	Saya akan bercerita	mengenai	dosa dan neraka.	Saya akan bercerita <m>mengenai</m> dosa dan neraka.	NA	prep
ind_mixed_2012_1M	452614	Dalam Markus 7:11 Yesus setuju dengan ini dengan berbicara	mengenai	dosa dengan memanggil bantuan, sebaliknya seseorang akan memberikan keluarganya sebagai corban atau bertekun pada Allah.	Dalam Markus 7:11 Yesus setuju dengan ini dengan berbicara <m>mengenai</m> dosa dengan memanggil bantuan, sebaliknya seseorang akan memberikan keluarganya sebagai corban atau bertekun pada Allah.	NA	prep
ind_mixed_2012_1M	364635	J: Tidak, walaupun kitab suci adalah tidak membahas apa-apa	mengenai	dosa Yesaya, baik pada bagian ini maupun pada bagian lain menyiratkan bahwa Yesaya tidak berdosa.	J: Tidak, walaupun kitab suci adalah tidak membahas apa-apa <m>mengenai</m> dosa Yesaya, baik pada bagian ini maupun pada bagian lain menyiratkan bahwa Yesaya tidak berdosa.	NA	prep
ind_mixed_2012_1M	881795	Namun dalam surat yang sama, Paulus juga berbicara	mengenai	dosa-dosa yang mereka telah lakukan dalam kehidupan mereka.	Namun dalam surat yang sama, Paulus juga berbicara <m>mengenai</m> dosa-dosa yang mereka telah lakukan dalam kehidupan mereka.	NA	prep
ind_mixed_2012_1M	483547	Sebelum kita berpikir mengenai pengertian dosa, pertama mari kita melihat konsep yang keliru	mengenai	dosa.	Sebelum kita berpikir mengenai pengertian dosa, pertama mari kita melihat konsep yang keliru <m>mengenai</m> dosa.	NA	prep
ind_mixed_2012_1M	618041	Saya tidak akan berbicara	mengenai	dua Allah tapi satu, pastinya; namun mengenai dua Pribadi dan mengenai kedudukan ketiga, yaitu, karunia dari Roh Kudus (Holy Ghost).	Saya tidak akan berbicara <m>mengenai</m> dua Allah tapi satu, pastinya; namun mengenai dua Pribadi dan mengenai kedudukan ketiga, yaitu, karunia dari Roh Kudus (Holy Ghost).	NA	prep
ind_mixed_2012_1M	171446	Akankah seseorang mengatakan bahwa Ia berbicara	mengenai	dua Allah?	Akankah seseorang mengatakan bahwa Ia berbicara <m>mengenai</m> dua Allah?	NA	prep
ind_mixed_2012_1M	655962	Berikut ini akan dipaparkan secara singkat	mengenai	dua ancangan yang tidak saja untuk memberikan gambaran jika memang ingin melakukannya, tetapi juga agar mengenal bermacam-macam rancangan yang tergolong penelitian kualitatif.	Berikut ini akan dipaparkan secara singkat <m>mengenai</m> dua ancangan yang tidak saja untuk memberikan gambaran jika memang ingin melakukannya, tetapi juga agar mengenal bermacam-macam rancangan yang tergolong penelitian kualitatif.	NA	prep
ind_mixed_2012_1M	623738	Pada bagian ini saya akan menyinggung	mengenai	dua hal, yakni kebutuhan akan mentor ideal dan bagaimana rekomendasi proses seleksi untuk penentuan mentor yang layak untuk mendapat lisensi mengisi kelompok mentoring.	Pada bagian ini saya akan menyinggung <m>mengenai</m> dua hal, yakni kebutuhan akan mentor ideal dan bagaimana rekomendasi proses seleksi untuk penentuan mentor yang layak untuk mendapat lisensi mengisi kelompok mentoring.	NA	prep
ind_mixed_2012_1M	268446	Dan sesungguhnya perhatian pada sultan-sultan yang zalim itu adalah	mengenai	dua hal: Pertama: bahwa sultan yang zalim itu, dicegah dari memerintah.	Dan sesungguhnya perhatian pada sultan-sultan yang zalim itu adalah <m>mengenai</m> dua hal: Pertama: bahwa sultan yang zalim itu, dicegah dari memerintah.	NA	prep
ind_mixed_2012_1M	811705	Dan Asy-Sya'bi berfatwa dengan menjauhkan,	mengenai	dua orang laki- laki, dimana keduanya bertengkar.	Dan Asy-Sya'bi berfatwa dengan menjauhkan, <m>mengenai</m> dua orang laki- laki, dimana keduanya bertengkar.	NA	prep
ind_mixed_2012_1M	96386	Adapun	mengenai	dua orang yang berkuda, maka keduanya adalah dua malaikat yang mendatangi mayat para syuhada pada waktu pagi dan sore hari untuk menyampaikan salam dari Allah.	Adapun <m>mengenai</m> dua orang yang berkuda, maka keduanya adalah dua malaikat yang mendatangi mayat para syuhada pada waktu pagi dan sore hari untuk menyampaikan salam dari Allah.	NA	prep
ind_mixed_2012_1M	208018	By what you decide to do everyday, you will be a good man or not Perumpamaan yang diberikan Yesus saat ini yaitu	mengenai	dua orang yang pergi ke Bait Allah untuk berdoa, yang satu orang Farisi dan yang lainnya lagi pemungut cukai.	By what you decide to do everyday, you will be a good man or not Perumpamaan yang diberikan Yesus saat ini yaitu <m>mengenai</m> dua orang yang pergi ke Bait Allah untuk berdoa, yang satu orang Farisi dan yang lainnya lagi pemungut cukai.	NA	prep
ind_mixed_2012_1M	924134	87. Ibn Abi Hatim dan Abu al-Syaikh ibn Hayyan di dalam al-'Azhamah meriwayatkan bahwa Ibn 'Abbas ditanya	mengenai	dua orang yang wafat secara bersamaan, seorang berada di timur dan yang lain di barat, bagaimana Izrail mampu mematikan keduanya?	87. Ibn Abi Hatim dan Abu al-Syaikh ibn Hayyan di dalam al-'Azhamah meriwayatkan bahwa Ibn 'Abbas ditanya <m>mengenai</m> dua orang yang wafat secara bersamaan, seorang berada di timur dan yang lain di barat, bagaimana Izrail mampu mematikan keduanya?	NA	prep
ind_mixed_2012_1M	110703	Banyak disebutkan di dalam buku-buku keagamaan	mengenai	dua pemahaman, Nirakar dan Sakar, tetapi sungguh kedua pemahaman, seperti yang biasa dimengerti, amat menyesatkan.	Banyak disebutkan di dalam buku-buku keagamaan <m>mengenai</m> dua pemahaman, Nirakar dan Sakar, tetapi sungguh kedua pemahaman, seperti yang biasa dimengerti, amat menyesatkan.	NA	prep
ind_mixed_2012_1M	248860	Saya mau cerita	mengenai	dua pemuda yang saya kenal.	Saya mau cerita <m>mengenai</m> dua pemuda yang saya kenal.	NA	prep
ind_mixed_2012_1M	442904	Barulah di halaman 504, hanya sekitar lima lembar menjelang cerita berakhir, mata saya tertumbuk pada uraian	mengenai	dua pengorbanan yang menguras emosi.	Barulah di halaman 504, hanya sekitar lima lembar menjelang cerita berakhir, mata saya tertumbuk pada uraian <m>mengenai</m> dua pengorbanan yang menguras emosi.	NA	prep
ind_mixed_2012_1M	403854	Sedangkan pernyataan kedua dikatakan hanya	mengenai	dua persoalan.	Sedangkan pernyataan kedua dikatakan hanya <m>mengenai</m> dua persoalan.	NA	prep
ind_mixed_2012_1M	618041	Saya tidak akan berbicara mengenai dua Allah tapi satu, pastinya; namun	mengenai	dua Pribadi dan mengenai kedudukan ketiga, yaitu, karunia dari Roh Kudus (Holy Ghost).	Saya tidak akan berbicara mengenai dua Allah tapi satu, pastinya; namun <m>mengenai</m> dua Pribadi dan mengenai kedudukan ketiga, yaitu, karunia dari Roh Kudus (Holy Ghost).	NA	prep
ind_mixed_2012_1M	127792	Kelainan ini bisa	mengenai	dua proses, yaitu kontraksi dari gelombang yang berirama, yang mendorong makanan ke bawah (gerakan peristaltik) dan pembukaan katup kerongkongan bagian bawah.	Kelainan ini bisa <m>mengenai</m> dua proses, yaitu kontraksi dari gelombang yang berirama, yang mendorong makanan ke bawah (gerakan peristaltik) dan pembukaan katup kerongkongan bagian bawah.	NA	prep
ind_mixed_2012_1M	729545	Bukan kebetulan bahwa buku tersohor Galileo Galilei tentang Aristoteles dan Kopernikus, Dialog	Mengenai	Dua Sistem Utama Dunia, ketika terbit di bawah sensor tahun 1632, dielu-elukan di seluruh Eropa sebagai karya utama sastra dan filsafat.	Bukan kebetulan bahwa buku tersohor Galileo Galilei tentang Aristoteles dan Kopernikus, Dialog <m>Mengenai</m> Dua Sistem Utama Dunia, ketika terbit di bawah sensor tahun 1632, dielu-elukan di seluruh Eropa sebagai karya utama sastra dan filsafat.	NA	prep
ind_mixed_2012_1M	368430	Yesus tidak tahu	mengenai	dua-Yesaya atau teori tiga-Yesaya.	Yesus tidak tahu <m>mengenai</m> dua-Yesaya atau teori tiga-Yesaya.	NA	prep
ind_mixed_2012_1M	121792	Pertama, kurang adanya penghargaan terhadap fakta-fakta spesifik	mengenai	duduk perkaranya.	Pertama, kurang adanya penghargaan terhadap fakta-fakta spesifik <m>mengenai</m> duduk perkaranya.	NA	prep
